,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
118245,118706,4/12/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,NYAUNGBINTHA E/POS,16.93,96.32009,,,250 LB GP (GP-M57),5000,2.5,,,,,,,,,5000,2.5
118577,119038,4/17/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,SAINGGYA (N OF MAGWE),20.016667,95.166667,,,250 LB GP (GP-M57),5000,2.5,,,,,,,,,5000,2.5
118578,119039,4/17/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,SINBAUNGWE E/POS,19.7167,95.1667,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
118585,119046,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.7991542,14.5,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,,,,0,,0.25
118586,119047,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.7989707,14.5,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,,,,0,,0.25
118587,119048,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.7987691,14.5,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,,,,0,,0.25
118591,119052,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.75,14,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,,,,0,,0.25
118593,119054,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.7203378,12,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,,,,0,,0.25
118594,119055,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.62423707,139.7361194,12,1,500 LB GP (GP-M43/M64),500,0.25,,,,0,,,,0,,0.25
118610,119071,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.57873951,139.7212022,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118611,119072,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.583333,139.75,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118612,119073,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,YOKOHAMA,35.466667,139.7,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118613,119074,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,YOKOHAMA,35.18150678,136.9045304,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118616,119077,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,YOKOHAMA,35.13177908,136.8445605,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118617,119078,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72312836,139.7986718,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118618,119079,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.7312992,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118619,119080,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.7215794,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118620,119081,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.71655256,139.7455668,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118621,119082,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.71505573,139.7397898,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118622,119083,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.72296088,139.7361194,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118623,119084,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,YOKOHAMA,35.465408,139.622253,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118624,119085,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,TOKYO,35.583333,139.746283,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118625,119086,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,KOBE,34.6680866,135.16762,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118626,119087,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,KOBE,34.65956824,135.1581664,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118627,119088,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,KOBE,34.68435815,135.1988814,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118628,119089,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,KOBE,34.68446191,135.1994988,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118629,119090,4/18/1942,PTO,USA,B25,USS HORNET,USA,35.71666667,153.4166667,JAPAN,KOBE,34.67922,135.17822,,,,,0,1,500 LB INCENDIARY,500,0.25,,,,0,,0.25
118632,119093,4/18/1942,CBI,GREAT BRITAIN,HUDSON,AKYAB,BURMA,20.132708,92.872628,ANDAMAN ISLANDS,PORT BLAIR FLYING BOATS,11.684045,92.735339,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
118637,119098,4/19/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,ALLANMYO E/POS,19.38,95.23,,,250 LB GP (GP-M57),5000,2.5,,,,,,,,,5000,2.5
118685,119146,12/7/1944,MTO,USA,A36,PONTEDERA AIRFIELD,ITALY,43.658,10.618247,ITALY,MONTE TROCCHIO,41.47,13.88,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
118762,119223,6/1/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,ZAGAROLA,41.83,12.87,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
118763,119224,6/1/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,41 40 N 012 40 E,41.67,12.67,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
118940,119401,4/20/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,BASSEIN AIRFIELD,16.8152,94.7799,,,250 LB GP (GP-M57),1000,0.5,,,,,,,,,1000,0.5
118997,119458,4/24/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,LOILEIN/HOPONG E/POS,22.95,97.65,,,250 LB GP (GP-M57),4000,2,,,,,,,,,4000,2
118998,119459,4/24/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,LOIKAW/SANDOWAY/TAUNGUP E/POS,18.466667,94.366667,,,250 LB GP (GP-M57),4000,2,,,,,,,,,4000,2
119026,119487,4/25/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,KONGHAIPONG MT (KONGHAI-PING),21.8,97.583333,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
119169,119630,6/1/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,SZOLNOK M/Y,43.47,11.9,,,,,,,,,0,,,,0,,54
119192,119653,6/2/1944,MTO,USA,A36,SANTA MARIA AIRFIELD,ITALY,40.838125,14.349381,ITALY,SANTO STEFANO CAMAS,38.02,14.35,,57,500 LB GP (GP-M43/M64),,14.25,,,,,,,,,,14.25
119210,119671,6/2/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,FRASCATI,41.07,12.67,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
119211,119672,6/2/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,TIVOLI,41.97,12.8,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
119213,119674,6/2/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,PALESTRINA,41.82,12.92,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
119215,119676,6/2/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,MARINO,41.77,12.65,,6,500 LB GP (GP-M43/M64),,1.5,,,,,,,,,,1.5
119216,119677,6/2/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,45 00 N 011 00 E,45,11,,4,500 LB GP (GP-M43/M64),,1,,,,,,,,,,1
119217,119678,6/2/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,CAVA,45.13,9.12,,4,500 LB GP (GP-M43/M64),,1,,,,,,,,,,1
119752,120213,5/1/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,YENANGYAUNG OIL FIELDS,20.458261,94.873181,,,250 LB GP (GP-M57),3000,1.5,,,,,,,,,3000,1.5
119776,120237,5/3/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,CHINDWIN R/CRAFT,23.213333,94.318333,,,250 LB GP (GP-M57),6000,3,,,,,,,,,6000,3
119813,120274,5/4/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,IRRAWADDY R/CRAFT,15.833333,95.1,,,250 LB GP (GP-M57),6000,3,,,,,,,,,6000,3
119839,120300,5/5/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,MONYWA R/CRAFT,22.116667,95.133333,,,250 LB GP (GP-M57),3000,1.5,,,,,,,,,3000,1.5
120140,120601,5/5/1942,CBI,GREAT BRITAIN,WELL,AKYAB,BURMA,20.132708,92.872628,BURMA,AKYAB TOWN,20.15,92.9,,,250 LB GP (GP-M57),3000,1.5,,,,,,,,,3000,1.5
120141,120602,5/5/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,AKYAB TOWN (SE),20.132708,92.872628,,,250 LB GP (GP-M57),1000,0.5,,,,,,,,,1000,0.5
120228,120689,5/10/1942,CBI,GREAT BRITAIN,BLEN,AKYAB,BURMA,20.132708,92.872628,BURMA,MAGWE AIRFIELD,20.16666667,94.91666667,,,250 LB GP (GP-M57),1000,0.5,,,,,,,,,1000,0.5
120238,120699,5/13/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,SHWEGYIN S. R/CRAFT,17.9167,96.9,,,250 LB GP (GP-M57),6000,3,,,,,,,,,6000,3
120525,120986,5/10/1945,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,SOLOMON ISLANDS,BUKA,-5.416666667,154.7,,12,500 LB GP (GP-M43/M64),6000,3,,,,0,,,,0,6000,3
120546,121007,5/14/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,MAUKKADAW R/CRAFT,23.35,94.416667,,,250 LB GP (GP-M57),3000,1.5,,,,,,,,,3000,1.5
120557,121018,5/16/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,MAGWE AIRFIELD,20.16666667,94.91666667,,,250 LB GP (GP-M57),1000,0.5,,,,,,,,,1000,0.5
120604,121065,5/22/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,"""MAYU RIVER, R/CRAFT""",20.25,92.7667,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
120611,121072,5/23/1942,CBI,GREAT BRITAIN,HUDSON,FENNY,INDIA,23.035,91.393611,BURMA,KYAUPYA BARRACKS (KYAUPYOK),18.616667,95.833333,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
120621,121082,5/25/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,SITTAUNG R/CRAFT,24.166667,94.583333,,,250 LB GP (GP-M57),4000,2,,,,,,,,,4000,2
120631,121092,5/27/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,AKYAB AIRFIELD,20.132708,92.872628,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
120632,121093,5/27/1942,CBI,GREAT BRITAIN,HUDSON,FENNY,INDIA,23.035,91.393611,BURMA,MAYU (N AKYAB) R/CRAFT,20.15,92.9,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
120748,121209,6/2/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,GIURGIU OIL LOADING QUAYS AND STORAGE TANKS,44.7,10.1,,,,,,,,,0,,,,0,,53
120790,121251,6/3/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,CIVITA CASTELLANA,42.27,12.4,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
120791,121252,6/3/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,ROME,41.9,12.47,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
120920,121381,5/11/1945,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,SOLOMON ISLANDS,KARA,-6.7,155.7166667,,48,500 LB GP (GP-M43/M64),24000,12,,,,0,,,,0,24000,12
120940,121401,5/29/1942,CBI,USA,B17,DUM DUM/CALCUTTA,INDIA,22.654722,88.446667,BURMA,MINGALADON,16.907305,96.133222,,32,500 LB GP (GP-M43/M64),16000,8,,,,0,,,,0,16000,8
120954,121415,5/29/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,KALEMYO BRIDGE,23.18333333,94.06666667,,,250 LB GP (GP-M57),1000,0.5,,,,,,,,,1000,0.5
120955,121416,5/30/1942,CBI,USA,B17,DUM DUM/CALCUTTA,INDIA,22.654722,88.446667,BURMA,MYITKYINA,25.383611,97.351667,,24,500 LB GP (GP-M43/M64),12000,6,,,,0,,,,0,12000,6
120996,121457,5/30/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,CHINDWIN R/CRAFT,23.213333,94.318333,,,250 LB GP (GP-M57),2000,1,,,,,,,,,2000,1
121007,121468,5/31/1942,CBI,GREAT BRITAIN,BLEN,FENNY,INDIA,23.035,91.393611,BURMA,KALEWA TOWN,23.2,94.3,,,250 LB GP (GP-M57),3000,1.5,,,,,,,,,3000,1.5
121318,121779,6/3/1942,PTO,USA,B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,27.171933,-173.413618,120,,500 LB GP (GP-M43/M64),2500,1.25,,,,0,,,,0,2500,1.25
121645,122106,6/4/1942,PTO,USA,B26,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.190317,-179.258863,,150,250 LB GP (GP-M57),6000,3,,,,0,,,,0,6000,3
121653,122114,6/4/1942,PTO,USA,B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,29.92749,-178.713962,,4,500 LB GP (GP-M43/M64),2000,1,,,,0,,,,0,2000,1
121655,122116,6/4/1942,PTO,USA,B17,OAHU,USA,21.3338889,-157.948333,JAPAN,NAVY,30.343734,-178.652927,,3,500 LB GP (GP-M43/M64),1500,0.75,,,,0,,,,0,1500,0.75
121656,122117,6/4/1942,PTO,USA,B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.599849,-178.626485,100,,500 LB GP (GP-M43/M64),8000,4,,,,0,,,,0,8000,4
121670,122131,6/4/1942,CBI,USA,B17,DUM DUM/CALCUTTA,INDIA,22.654722,88.446667,BURMA,RANGOON,16.769211,96.158739,,,,,,,,,,,,,,,
121673,122134,6/5/1942,PTO,USA,B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,30.294027,-178.313736,,24,500 LB GP (GP-M43/M64),12000,6,,,,0,,,,0,12000,6
121675,122136,6/5/1942,PTO,USA,B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,27.979351,-179.451285,,19,500 LB GP (GP-M43/M64),9500,4.75,,,,0,,,,0,9500,4.75
121677,122138,6/5/1942,PTO,USA,B17,MIDWAY,USA,28.21105,-177.328611,JAPAN,NAVY,32.819748,-177.997624,90,8,300 LB GP (GP-31),2400,1.2,,,,0,,,,0,2400,1.2
122020,122481,6/4/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,FABA SABINA,42.2,12.72,,12,500 LB GP (GP-M43/M64),,3,,,,,,,,,,3
122029,122490,6/4/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,45 20 N 011 20 E,45.33,11.33,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
122093,122554,6/12/1942,MTO,USA,B24,FAYID,EGYPT,30.31666667,32.3,ROMANIA,PLOESTI,44.96,26.02,0,,,,0,,,,0,,,,0,,0
122101,122562,6/15/1942,MTO,USA,B24,FAYID,EGYPT,30.31666667,32.3,ITALY,220 MI EAST OF MALTA,35.81,18.45,0,35,1000 LB GP (GP-M44/M65),,17.5,,,,0,,,,0,,17.5
122535,122996,6/24/1942,MTO,USA,B24,FAYID,EGYPT,30.31666667,32.3,LIBYA,BENGHAZI,32.11,20.05,0,50,1000 LB GP (GP-M44/M65),,25,,,,0,,,,0,,25
123575,124036,6/4/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,TERNI ROAD BLOCK,42.72,12.12,,,,,,,,,0,,,,0,,96.5
123591,124052,6/5/1944,MTO,USA,A36,SANTA MARIA AIRFIELD,ITALY,40.838125,14.349381,ITALY,COSENZA,39.27,16.25,,70,500 LB GP (GP-M43/M64),,17.5,,,,,,,,,,17.5
123592,124053,6/5/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,ORTE,42.47,12.4,,62,500 LB GP (GP-M43/M64),,15.5,,,,,,,,,,15.5
123665,124126,12/27/1942,CBI,USA,B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,NANCHUNG,28.635713,115.930012,2300,40,100 LB GP (GP-M30),8800,4.4,,,,0,30,17 KG CHINESE,1122,0.561,9922,4.961
123710,124171,7/8/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,20 MI SW OF MYITKYINA,25.360851,96.997051,,11,500 LB GP (GP-M43/M64),5500,2.75,,,,0,,,,0,5500,2.75
123739,124200,7/9/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,CONVOY,33,20,0,,,,0,,,,0,,,,0,,0
124104,124565,7/17/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,LIBYA,BOMBA DOCKS/AIRFIELD,32.27,23.07,250,,500 LB GP (GP-M43/M64),,9,,,,0,,,,0,,9
124440,124901,3/3/1943,CBI,USA,B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,LIN CHWAN (FUCHOW),26.074508,119.296494,7000,,,,0,24,110 LB  INCENDIARY,2640,1.32,12,17 KG CHINESE,448.8,0.2244,3088.8,1.5444
124443,124904,7/20/1942,CBI,USA,B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,KIUKIANG,29.738056,115.987222,,4.8,500 LB GP (GP-M43/M64),2400,1.2,,,,0,18,17 KG CHINESE,673.2,0.3366,3073.2,1.5366
124503,124964,7/22/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,NW OF MYITKYINA,25.438527,97.305745,,6,500 LB GP (GP-M43/M64),3000,1.5,,,,0,,,,0,3000,1.5
124808,125269,6/6/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,NARNI,42.5,12.52,,16,500 LB GP (GP-M43/M64),,4,,,,,,,,,,4
124821,125282,6/6/1944,MTO,USA,A36,MARCIANISE AIRFIELD,ITALY,41.115481,14.176319,ITALY,45 40 N 011 00 E,45.67,11,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
124853,125314,7/23/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,NORTH OF KATHA,24.231264,96.302247,,,,,,,,,,,,,,,
125289,125750,7/28/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,CRETE,CONVOY/SUDA BAY,35.49,24.07,200,108,500 LB GP (GP-M43/M64),,27,,,,0,,,,0,,27
125333,125794,7/29/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,,23.75,95.6666,20,6,500 LB GP (GP-M43/M64),3000,1.5,,,,0,,,,0,3000,1.5
125335,125796,7/29/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,,24,95.83333333,50,,500 LB GP (GP-M43/M64),2000,1,,,,0,,,,0,2000,1
125687,126148,7/31/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,GREECE,NAVARINO BAY,36.9,21.68,200,35,1000 LB GP (GP-M44/M65),,17.5,,,,0,,,,0,,17.5
126043,126504,8/2/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,SOUTH OF WUNTHO,23.90164,95.678936,20,2000,500 LB GP (GP-M43/M64),,500,,,,,,,,,500,0.25
126045,126506,8/2/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,GREECE,CONVOY (BETWEEN GREECE AND BENGHAZI),33.83,22.5,150,16,500 LB GP (GP-M43/M64),,4,,,,0,,,,0,,4
126061,126522,7/19/1942,CBI,USA,P40,NANNING,CHINA,22.6081,108.1722,CHINA,LINGHNAN,19.272116,110.584387,,2.4,500 LB GP (GP-M43/M64),1200,0.6,2,501/545 LB INCENDIARY,985.6,0.4928,,,,0,2185.6,1.0928
126063,126524,8/4/1942,MTO,GREAT BRITAIN,LIB,FAYID,EGYPT,30.31666667,32.3,LIBYA,TOBRUK,32.04,23.95,140,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,2
126089,126550,8/5/1942,MTO,USA,B24,LYDDA,PALESTINE,32.009444,34.882778,GREECE,CONVOY (BETWEEN GREECE AND BENGHAZI),34,0.03,150,48,1000 LB GP (GP-M44/M65),,24,,,,0,,,,0,,24
126455,126916,8/8/1942,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,PINBAW & TANNGNI,25.13333333,96.71666667,,0,500 LB GP (GP-M43/M64),,,,,,,,,,,,
126458,126919,8/6/1942,CBI,USA,B25,HANGYANG,CHINA,26.905278,112.627778,CHINA,CANTON,23.133333,113.3166666,,,,,0,24,110 LB  INCENDIARY,2640,1.32,17,17 KG CHINESE,635.8,0.3179,3275.8,1.6379
126464,126925,7/1/1942,CBI,USA,B25,NANNING,CHINA,22.6081,108.1722,FRENCH INDO CHINA,HAIPHONG,20.866714,106.657154,,12,500 LB GP (GP-M43/M64),6000,3,24,110 LB  INCENDIARY,2640,1.32,24,17 KG CHINESE,897.6,0.4488,9537.6,4.7688
126465,126926,8/9/1942,MTO,GREAT BRITAIN,LIB,ST JEAN,PALESTINE,32.95,35.1,LIBYA,TOBRUK,32.04,23.95,105,0,500 LB GP (GP-M43/M64),,,,,,0,,,,0,,12
126503,126964,8/10/1942,CBI,USA,B17,DUM DUM/CALCUTTA,INDIA,22.654722,88.446667,ANDAMAN ISLANDS,PORT CORNWALLIS,13.283418,93.083249,5000,,,,,,,,,,,,,,
126511,126972,10/10/1942,CBI,USA,P40,HANGYANG,CHINA,26.905278,112.627778,CHINA,YOYANG (YOCHOW),29.45,113.05,,7,500 LB GP (GP-M43/M64),3500,1.75,12,25 LB INCENDIARY,300,0.15,,,,0,3800,1.9
126513,126974,8/11/1942,MTO,GREAT BRITAIN,LIB,MALTA,MALTA,35.8596,14.4792,GREECE,NAVARINO BAY,36.9,21.68,130,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,6
126537,126998,8/11/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,EGYPT,MERSA MATRUH,31.33,27.2,0,,,,0,,,,0,,,,0,,20
126869,127330,8/15/1942,EAST AFRICA,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,,SHIP  AT SEA,34.87,22.5,,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,3
126889,127350,8/15/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,ITALY,CONVOY - STRIKES,35,19.5,0,,,,0,,,,0,,,,0,,16.5
126891,127352,8/16/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,EGYPT,MERSA MATRUH,31.33,27.2,120,40,500 LB GP (GP-M43/M64),,10,,,,0,,,,0,,10
126896,127357,8/16/1942,MTO,GREAT BRITAIN,LIB,MALTA,MALTA,35.8596,14.4792,SICILY,CATANIA,37.47,15.06,120,,250 LB GP (GP-M57),,,,,,0,,,,0,,1
127248,127709,8/19/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,LIBYA,10K TON SHIP 7 MI NE OF TOBRUK HARBOR ENTRANCE,32.17,24.04,135,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,6
127265,127726,8/21/1942,EAST AFRICA,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,,SHIP CONVOY AT SEA,33.87,24.62,50,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,6
127266,127727,8/21/1942,MTO,USA,B24,RAMAT DAVID,PALESTINE,32.666603,35.183325,ITALY,CONVOY - STRIKES,34,22.5,0,,,,0,,,,0,,,,0,,25
127267,127728,8/22/1942,MTO,USA,B25,DEVERSOIR AIRFIELD,EGYPT,30.41666667,32.33333333,LIBYA,TOBRUK,32.04,23.95,127,54,500 LB GP (GP-M43/M64),,13.5,,,,0,,,,0,,13.5
127306,127767,8/25/1942,MTO,GREAT BRITAIN,LIB,AQIR,EGYPT,31.833333,34.8166667,GREECE,CORINTH CANAL,37.95,22.96,40,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,12
